,station,location,state,do,ph,co,bod,na,tc,water_quality_index
1432,1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,5.3,7.7,109.0,3.25,0.38,296.0,1853.5
1433,1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,6.0,7.8,301.0,5.43,0.3,1050.0,2858.76
1434,1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,6.6,7.2,131.0,4.5,0.83,737.0,2859.48
1435,1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,6.8,7.2,110.0,3.9,0.49,1036.0,2859.48
1436,1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,6.7,7.6,109.0,4.13,0.28,624.0,2859.48
1437,2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),NAN,5.2,7.0,478.0,16.3,0.35,1008.0,1842.48
1438,2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,NAN,6.9,6.6,291.0,1.96,1.4,104.0,2859.820000000001
1439,2168,MITHI RIVER,NAN,0.7,7.3,12697.0,45.6,1.32,1259.0,44.08
1440,2199,SAVITRI RIVER AT OVALE VILLAGE.,NAN,6.8,6.6,6232.0,2.13,2.72,106.0,2859.4600000000005
1441,17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,6.2,6.5,1638.0,1.5,0.8,816.0,2853.84
1442,18,"PERIYAR AT KALADY, KERALA",NAN,7.3,6.6,36.0,0.6,0.41,1056.0,2854.74
1443,1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,6.4,6.7,41.0,1.0,0.75,1179.0,2857.94
1444,2335,R PERIYAR AT KALAMASSERY,NAN,5.1,6.8,52.0,1.6,0.22,1680.0,1849.5400000000006
1445,2334,RIVER PERIYAR AT PATHALAM,NAN,6.8,6.7,183.0,1.3,0.28,1748.0,2857.58
1446,2333,RIVER PERIYAR AT MUPPATHADAM,NAN,6.3,6.3,115.0,0.9,0.5,2865.0,2848.16
1447,2336,R PERIYAR AT PURAPPALLIKAVU,NAN,7.2,6.7,455.0,1.1,0.28,753.0,2857.04
1448,20,"CHALIYAR AT KOOLIMADU, KERALA",NAN,6.8,6.9,80.0,0.4,0.52,508.0,2860.96
1449,21,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,6.8,7.0,4515.0,0.4,1.53,427.0,2869.0600000000004
1450,42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,7.7,7.2,47.0,1.0,2.0,452.0,2869.9600000000005
1451,43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,7.1,6.8,57.0,1.5,1.12,681.0,2861.140000000001
1452,1154,CHALAKUDY AT PULICKALKANANDAVU,NAN,6.6,6.3,148.0,1.2,0.93,935.0,2848.16
1453,1155,KARAMANA AT MOONNATTUMUKKU,NAN,1.8,6.8,2012.0,5.5,1.8,31167.0,34.32
1454,1156,"PAMBA AT CHENGANNUR, KERALA",NAN,6.7,6.2,40.0,0.6,1.0,1100.0,2848.34
1455,1341,"PAMBA AT THAKAZHY, KERALA",NAN,5.8,6.3,65.0,1.1,2.97,1200.0,1836.7400000000007
1456,1565,"PAMBA DOWN, KERALA",NAN,5.1,6.3,50.0,1.0,3.1,1600.0,1836.7400000000007
1457,1339,"MEENACHIL AT KIDANGOOR, KERALA",NAN,6.6,6.2,42.0,0.6,1.97,925.0,2848.34
1458,1340,"MANIMALA  AT KALLOOPARA, KERALA",NAN,6.6,6.4,43.0,0.7,3.13,975.0,2848.34
1459,1384,"MANIMALA AT THONDRA, KERALA",NAN,6.7,6.4,50.0,0.5,3.6,1175.0,2848.34
1460,1342,"ACHENKOIL AT THUMPAMON, KERALA",NAN,6.6,6.3,46.0,0.6,1.07,1010.0,2848.34
1461,1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,5.9,6.4,54.0,0.7,3.53,985.0,1836.7400000000007
1462,1442,"VAMANAPURAM, KERALA",NAN,7.6,6.7,55.0,0.7,4.17,1575.0,2857.94
1463,1563,"AMARAVILA, KERALA",NAN,6.5,6.7,72.0,0.8,2.83,775.0,2857.94
1464,1564,"AYUR, KERALA",NAN,7.3,7.4,71.0,0.7,4.1,940.0,2864.34
1465,1566,"THIRURANGADY, KERALA",NAN,6.3,6.7,79.0,0.7,2.03,702.0,2857.76
1466,1567,"KUTTIYADY ESTATE, KERALA",NAN,6.9,6.6,33.0,0.4,1.4,28.0,2865.9800000000005
1467,1568,"VALAYAM, KERALA",NAN,6.8,6.7,46.0,0.4,1.47,150.0,2863.5600000000004
1468,1569,"THALIPARAMBA, KERALA",NAN,5.9,7.1,6666.0,0.7,4.13,393.0,1857.4600000000007
1469,1570,"HOSDURG, KERALA",NAN,6.4,7.1,17771.0,1.0,5.2,1865.0,2863.44
1470,1571,"KAKKADAVU,  KERALA",NAN,7.3,6.7,62.0,0.9,2.8,920.0,2857.94
1471,1572,"PADIYATHADKA, KERALA",NAN,7.6,6.6,61.0,0.5,3.4,503.0,2854.74
1472,1573,"IRUMPANAM, KERALA",NAN,2.4,6.7,221.0,2.1,3.97,660.0,47.58
1473,2284,R NEYYAR AT ARUVIPURAM,NAN,7.1,6.8,89.0,1.2,0.4,1600.0,2860.96
1474,2285,R MAMOM AT MAMOM BRIDGE,NAN,6.4,6.7,110.0,0.5,0.2,3200.0,2857.76
1475,2286,R AYROOR AT AYROOR BRIDGE,NAN,3.5,6.9,105.0,0.7,0.15,800.0,500.5600000000002
1476,2287,R ITHIKKARA AT ITHIKKARA,NAN,7.4,7.3,155.0,0.8,1.2,920.0,2863.98
1477,2288,R PALLICKAL AT NELLIMUKAL,NAN,6.8,6.9,77.0,0.9,1.8,470.0,2866.580000000001
1478,2289,R KARUVANNURR AT KARUVANNUR BDG.,NAN,5.5,6.5,75.0,1.9,0.1,2100.0,1843.1400000000006
1479,2290,R PUZHACKAL AT PUZHACKAL BRIDGE,NAN,5.4,6.5,102.0,4.0,0.1,680.0,1838.2800000000007
1480,2291,R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,4.8,6.8,90.0,1.1,0.1,1090.0,1062.5600000000004
1481,2292,R THIRUR AT THALAKKADATHUR BRIDGE,NAN,5.8,6.3,87.0,0.7,0.1,1500.0,1836.5600000000006
1482,2293,R KADALUNDI AT HAJIRAPPALLY,NAN,7.3,6.6,57.0,0.4,0.25,883.0,2854.74
1483,2294,R KALLAI AT KALLAI BRIDGE,NAN,5.8,7.5,18291.0,0.8,0.25,1000.0,1851.8400000000006
1484,2295,R CORAPUZHA AT KANAYANKODE,NAN,6.2,6.7,2497.0,0.5,0.15,1100.0,2857.04
1485,2296,R THALLASSERY AT PATHIPPALAM,NAN,7.3,6.1,45.0,0.7,0.2,1050.0,2848.34
1486,2297,R ANCHARAKANDY AT MERUVAMBA,NAN,7.6,6.3,39.0,0.5,0.2,2588.0,2848.34
1487,2298,R KUPPAM AT RAYAROM,NAN,7.7,6.6,31.0,0.3,0.15,1300.0,2854.74
1488,2299,R RAMAPURAM AT RAMAPURAM BRIDGE,NAN,5.4,5.9,595.0,0.8,0.1,1375.0,1835.8400000000006
1489,2300,R PERUVAMBA AT CHANDAPPURA,NAN,7.4,6.1,30.0,0.9,0.3,1050.0,2848.34
1490,2301,R KAVVAI AT KUTTIYOL PALAM,NAN,6.6,5.9,37.0,0.7,0.1,1725.0,2848.34
1491,2302,R NEELASWARAM AT NAMBIARKAL DAM,NAN,6.5,6.5,1135.0,0.7,0.25,1850.0,2853.84
1492,2303,R PULLUR AT PULLUR BR.,NAN,7.2,5.9,39.0,0.8,0.55,1500.0,2848.34
1493,2304,R MOGRAL AT MOGRAL BR.,NAN,6.3,6.5,925.0,1.1,0.3,1550.0,2853.84
1494,2305,R SHRIYA AT ANGADIMOGARU,NAN,7.6,6.6,50.0,0.6,0.25,3000.0,2854.74
1495,2306,R UPPALA AT  UPPALA BR.,NAN,7.3,6.5,64.0,1.4,0.5,2850.0,2854.74
1496,2307,R MANJESWAR AT BAJRAKKARA BR.,NAN,7.5,7.0,74.0,0.8,0.1,2800.0,2864.34
1497,2326,R KORAYAR AT KANJIKODE,NAN,4.4,7.3,428.0,0.4,0.15,1090.0,1065.0400000000004
1498,2331,R BHARATHAPUZHA AT KUTTIPPURAM,NAN,6.8,7.0,169.0,0.4,0.25,560.0,2863.98
1499,2337,R KADAMBAYAR AT BRAHMAPURAM,NAN,1.7,6.2,181.0,3.0,0.45,2208.0,37.98
1500,2338,R KADAMBAYAR AT MANCKAKADAVU,NAN,3.0,6.1,80.0,2.0,0.13,1240.0,487.76000000000016
1501,1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,6.9,7.8,469.0,0.89,0.86,5874.0,2863.44
1502,1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",NAN,7.7,8.1,266.0,1.83,1.01,3175.0,2863.8
1503,1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,6.8,7.8,16468.0,1.65,2.0,775.0,2863.44
1504,1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,7.5,8.2,233.0,2.5,0.89,4300.0,2863.8
1505,1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,7.6,8.1,233.0,1.35,1.43,3200.0,2863.8
1506,1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,7.0,7.6,593.0,0.25,1.95,,2852.2000000000007
1507,1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",NAN,7.6,6.6,118.0,1.15,0.15,180.0,2860.1800000000007
1508,1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,6.8,6.6,179.0,1.88,0.2,253.0,2860.0000000000005
1509,1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,6.8,6.7,172.0,2.14,0.19,402.0,2863.2000000000007
1510,1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,6.9,7.1,260.0,1.78,0.13,200.0,2869.4200000000005
1511,1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,7.3,6.6,94.0,1.27,0.17,150.0,2860.1800000000007
1512,1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,7.4,6.7,88.0,1.03,0.15,173.0,2863.38
1513,1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,7.2,7.2,439.0,2.28,0.14,415.0,2869.0600000000004
1514,1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,6.8,7.6,749.0,2.25,0.36,699.0,2863.44
1515,1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,6.9,7.3,252.0,4.33,1.0,858.0,2859.12
1516,1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,7.0,7.3,46.0,1.0,,707.0,2861.54
1517,1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,7.0,7.3,40.0,1.0,,81.0,2867.1600000000008
1518,2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",NAN,7.7,8.1,195.0,1.1,0.7,10.0,2875.2200000000007
1519,1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,8.0,8.2,572.0,0.5,,26.0,2871.88
1520,1884,KALA AMB D/S MARKANDA RIVER,NAN,3.8,7.8,1424.0,155.6,0.66,,468.40000000000015
1521,1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,4.9,7.8,704.0,3.5,,375.0,1063.18
1522,1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,5.9,7.2,703.0,5.4,2.05,21000.0,1835.9200000000005
1523,1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,5.3,7.4,1095.0,27.0,3.35,217500.0,1831.24
1524,1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,6.7,6.9,1094.0,17.1,19.4,,2839.640000000001
1525,1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,",NAN,6.2,7.0,1312.0,22.3,17.7,,2842.84
1526,1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,5.7,7.3,732.0,10.7,2.4,45500.0,1831.24
1527,1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",NAN,5.0,7.2,983.0,26.1,3.05,135000.0,1044.44
1528,1698,"D/S CHHATBIR, PUNJAB",NAN,5.0,7.3,748.0,7.4,2.65,90000.0,1044.44
1529,1699,"U/S DHAKANSU NALLAH, PUNJAB",NAN,5.1,7.2,760.0,13.5,2.55,122500.0,1831.24
1530,1700,"D/S DHAKANSU NALLAH, PUNJAB",NAN,4.5,7.2,856.0,23.8,3.45,232500.0,1044.44
1531,1701,"D/S JHARMAL NADI, PUNJAB",NAN,4.4,7.2,1184.0,18.1,3.75,70000.0,1044.44
1532,1702,"U/S JHARMAL NADI, PUNJAB",NAN,4.5,7.4,1186.0,22.7,3.07,78333.0,1044.44
1533,1703,"GHAGGER AT MOONAK, PUNJAB",NAN,5.2,7.5,1036.0,28.5,3.55,155000.0,1831.24
1534,1704,"D/S SARDULGARH, PUNJAB",NAN,5.5,7.6,973.0,27.8,3.33,392500.0,1831.24
1535,1705,"U/S SARDULGARH, PUNJAB",NAN,5.6,7.6,951.0,25.8,3.23,712500.0,1831.24
1536,1885,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,6.4,7.9,378.0,4.1,0.94,,2847.52
1537,1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,6.8,7.0,970.0,25.3,20.2,,2842.28
1538,1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,5.4,7.8,438.0,1.7,0.41,6.0,1863.0800000000006
1539,1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,7.9,6.7,120.0,1.2,,135.0,2860.58
1540,1457,"IMPHAL AT KOIRENGEI, MANIPUR",NAN,6.2,7.3,135.0,1.8,,113.0,2866.98
1541,1627,"KIYAMGI, MANIPUR",NAN,8.2,7.6,176.0,1.9,,135.0,2866.8
1542,1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,6.6,7.4,112.0,1.2,,91.0,2866.98
1543,1458,"IRIL AT PORAMPET, MANIPUR",NAN,7.9,7.8,196.0,0.8,,73.0,2866.8
1544,1624,"LILONG, MANIPUR",NAN,9.0,8.0,269.0,1.8,,155.0,2866.620000000001
1545,1925,KHUGA RIVER (CHURACHANDPUR DIST.),NAN,,8.0,698.0,,,,16.0
1546,1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",NAN,9.6,7.6,633.0,,,30.0,2848.48
1547,1625,"HUMP BRIDGE, MANIPUR",NAN,3.2,6.8,389.0,26.0,,633.0,487.6800000000002
1548,1626,"HEIRANGOITHONG, MANIPUR",NAN,5.5,7.5,375.0,24.0,,383.0,1845.3
1549,1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",NAN,5.0,3.2,630.0,7.0,2.5,33.0,1050.92
1550,2050,TLAWNG UPSTREAM AIZAWL,NAN,7.0,7.8,122.0,0.65,,3.0,2878.22
1551,2051,TLAWNG DOWNSTREAM AIZAWL,NAN,7.2,7.8,130.0,0.93,0.1,3.0,2881.02
1552,2052,TUIRIAL UPPER CATCHMENT,NAN,6.6,8.0,151.0,0.98,,6.0,2872.42
1553,2053,TUIRIAL LOWER CATCHMENT,NAN,6.7,7.9,188.0,1.03,,8.0,2872.42
1554,1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",NAN,6.1,7.7,120.0,1.36,,350.0,2866.98
1555,1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",NAN,5.4,7.3,141.0,2.67,0.08,510.0,1852.5600000000006
1556,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",NAN,5.8,7.8,161.0,2.93,0.1,588.0,1852.3800000000006
1557,1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,,7.6,253.0,,2.8,,19.16
1558,1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,7.0,7.7,448.0,0.4,0.2,42.0,2874.6800000000007
1559,1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,4.8,7.5,20360.0,8.8,0.2,65.0,1061.3
1560,1860,BALEHWAR KHADI AT N.H. NO. 8,NAN,4.9,7.7,904.0,3.6,,32750.0,1046.3200000000004
1561,1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,6.4,8.0,477.0,2.4,,22825.0,2849.4
1562,1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,6.7,7.9,14111.0,2.9,,21000.0,2849.4
1563,1865,RIVER DHADHAR AT KOTHWADA,NAN,5.7,7.6,868.0,4.2,0.4,57.0,1852.78
1564,1148,"AMBIKA AT BILIMORA, GUJARAT",NAN,6.2,8.0,899.0,3.1,,16500.0,2844.72
1565,1149,"KOLAK AT PATALIA BDG., GUJARAT",NAN,4.8,7.6,14426.0,10.4,0.1,148.0,1061.3
1566,1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,6.2,7.4,29920.0,3.6,0.2,41.0,2870.0
1567,1434,AMLAKHADI AT ANKLESHWAR,NAN,,7.5,5414.0,359.0,0.1,14.0,41.28
1568,1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,4.2,7.8,589.0,4.0,,50250.0,1046.3200000000004
1569,1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,6.8,7.5,2870.0,2.5,0.1,1114.0,2863.44
1570,1475,ZUARI AT PANCHAWADI,NAN,6.5,6.9,1690.0,1.5,0.1,1331.0,2860.24
1571,1476,"MANDOVI AT TONCA, MARCELA, GOA",NAN,6.5,7.1,3110.0,1.6,0.1,2056.0,2863.44
1572,1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,6.4,7.7,44000.0,2.3,0.1,1287.0,2863.44
1573,1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,7.2,7.2,70.0,1.6,0.1,2887.0,2864.34
1574,1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,7.2,6.8,60.0,2.1,0.1,10403.0,2849.9000000000005
1575,1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,7.4,7.1,80.0,1.4,0.1,1010.0,2864.16
1576,1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,7.2,6.9,80.0,1.3,0.1,1938.0,2860.96
1577,1547,"RIVER TALPONA AT CANACONA, GOA",NAN,7.4,7.0,66.0,2.0,0.1,1451.0,2864.34
1578,1548,"RIVER ASSONORA AT ASSONORA, GOA",NAN,6.3,6.6,66.0,1.6,0.1,3293.0,2854.74
1579,1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,6.4,7.3,103.0,4.0,0.24,753.0,2859.48
1580,1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,6.7,7.4,103.0,3.9,0.22,644.0,2859.48
1581,1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,6.6,7.5,97.0,3.7,0.25,169.0,2865.1
1582,1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,5.7,7.2,531.0,5.3,0.75,456.0,1852.78
1583,1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,6.4,7.1,113.0,3.9,0.47,400.0,2865.1
1584,1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,6.6,7.2,88.0,3.9,0.45,1146.0,2859.48
1585,1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,6.2,7.3,117.0,4.0,0.5,638.0,2859.48
1586,17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,5.5,6.6,1314.0,1.7,0.4,668.0,1842.2400000000007
1587,18,"PERIYAR AT KALADY, KERALA",NAN,7.5,6.8,32.0,0.8,0.3,738.0,2861.140000000001
1588,1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,6.7,6.8,42.0,1.0,0.4,804.0,2861.140000000001
1589,20,"CHALIYAR AT KOOLIMADU, KERALA",NAN,6.9,6.7,73.0,0.5,0.2,1242.0,2857.94
1590,21,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,6.8,6.9,7920.0,0.5,0.2,813.0,2860.24
1591,42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,7.4,7.2,49.0,1.1,0.3,641.0,2864.34
1592,43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,7.2,6.8,58.0,1.5,0.3,556.0,2861.140000000001
1593,1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,6.8,6.6,115.0,2.0,0.5,635.0,2854.56
1594,1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,0.8,6.8,2156.0,7.4,1.0,20733.0,29.640000000000004
1595,1156,"PAMBA AT CHENGANNUR, KERALA",NAN,7.1,6.1,34.0,0.6,0.5,1975.0,2848.34
1596,1341,"PAMBA AT THAKAZHY, KERALA",NAN,5.9,6.2,52.0,0.5,0.6,1775.0,1836.7400000000007
1597,1565,"PAMBA DOWN, KERALA",NAN,5.1,6.2,55.0,1.1,0.4,2000.0,1836.7400000000007
1598,1339,"MEENACHIL AT KIDANGOOR, KERALA",NAN,6.7,6.2,43.0,0.7,0.4,2100.0,2848.34
1599,1340,"MANIMALA  AT KALLOOPARA, KERALA",NAN,5.8,6.2,34.0,0.6,0.3,1625.0,1836.7400000000007
1600,1384,"MANIMALA AT THONDRA, KERALA",NAN,6.4,6.2,39.0,0.7,0.4,1900.0,2848.34
1601,1342,"ACHENKOIL AT THUMPAMON, KERALA",NAN,6.6,6.3,41.0,0.6,0.3,1442.0,2848.34
1602,1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,5.4,6.2,47.0,0.7,0.5,1825.0,1836.7400000000007
1603,1442,"VAMANAPURAM, KERALA",NAN,6.7,6.7,80.0,1.3,0.5,3050.0,2857.76
1604,1563,"AMARAVILA, KERALA",NAN,6.4,7.0,112.0,1.4,0.7,5725.0,2864.16
1605,1564,"AYUR, KERALA",NAN,6.3,7.1,83.0,1.0,0.4,1080.0,2864.16
1606,1566,"THIRURANGADY, KERALA",NAN,6.2,6.5,95.0,0.8,1.2,2550.0,2854.56
1607,1567,"KUTTIYADY ESTATE, KERALA",NAN,6.9,6.4,41.0,0.5,0.2,285.0,2853.9600000000005
1608,1568,"VALAYAM, KERALA",NAN,6.8,6.5,51.0,0.5,0.2,435.0,2860.360000000001
1609,1569,"THALIPARAMBA, KERALA",NAN,6.6,6.9,11654.0,0.7,0.3,963.0,2860.24
1610,1570,"HOSDURG, KERALA",NAN,7.0,7.2,11962.0,0.3,0.3,550.0,2863.44
1611,1571,"KAKKADAVU,  KERALA",NAN,7.5,6.9,52.0,0.5,0.2,685.0,2861.140000000001
1612,1572,"PADIYATHADKA, KERALA",NAN,7.4,6.8,68.0,0.3,0.2,725.0,2861.140000000001
1613,1573,"IRUMPANAM, KERALA",NAN,2.8,6.6,1239.0,2.3,0.6,645.0,43.84
1614,1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,6.2,7.6,380.0,0.5,0.5,24583.0,2852.2000000000007
1615,1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",NAN,7.9,7.9,382.0,2.1,0.21,2700.0,2863.44
1616,1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,8.1,8.0,21030.0,1.7,0.51,463.0,2869.0600000000004
1617,1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,7.2,7.7,244.0,1.2,0.51,1793.0,2863.8
1618,1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,6.7,7.6,231.0,1.5,0.56,3133.0,2863.8
1619,1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,7.0,8.1,637.0,3.5,1.2,,2847.52
1620,1159,"TAMBIRAPARANI AT PAPAVINASAM,TAMILNADU",NAN,7.5,6.5,65.0,1.0,0.15,319.0,2860.360000000001
1621,1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,6.8,6.5,88.0,0.9,0.11,233.0,2860.1800000000007
1622,1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,6.8,6.5,128.0,1.8,0.15,507.0,2854.56
1623,1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,7.8,7.2,250.0,1.9,0.15,249.0,2869.4200000000005
1624,1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,7.2,6.4,71.0,1.2,0.12,165.0,2853.9600000000005
1625,1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,7.4,6.5,71.0,1.5,0.12,189.0,2860.360000000001
1626,1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,7.6,7.1,428.0,2.5,0.15,443.0,2869.0600000000004
1627,1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,6.8,7.2,856.0,2.1,0.32,348.0,2869.0600000000004
1628,1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,7.3,7.3,152.0,2.0,1.28,998.0,2863.98
1629,1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,NAN,6.9,7.2,58.0,1.0,,55.0,2867.1600000000008
1630,1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,7.0,7.2,56.0,1.0,,16.5,2872.78
1631,1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,7.9,7.9,385.0,2.5,0.25,24.0,2874.6800000000007
1632,1884,KALA AMB D/S MARKANDA RIVER,NAN,3.9,7.9,2422.0,74.8,0.78,,482.44000000000017
1633,1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,4.9,7.6,972.0,19.6,1.8,718.0,1055.68
1634,1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,7.4,7.5,413.0,2.1,1.23,10775.0,2852.2000000000007
1635,1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",NAN,6.1,7.8,632.0,8.1,2.9,162500.0,2842.84
1636,1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD, HARYANA",NAN,4.9,8.1,852.0,26.3,18.1,,1044.44
1637,1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,4.5,8.3,996.0,25.3,15.8,,1044.44
1638,1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,6.7,7.6,425.0,7.4,2.88,78750.0,2842.84
